id,district,address,create_time,latitude,longitude
242,gangnam,삼성동 혜성빌딩,2024-11-24 21:15:29,37.49670655,127.0617829881583
243,gangnam,삼성동 V&S빌딩,2024-11-24 21:15:29,37.515078,127.0638147
245,gangnam,논현동 논현로131길6,2024-11-24 21:15:29,37.5142054,127.028272
246,gangnam,논현동 논현로131길7,2024-11-24 21:15:29,37.5142936,127.0297164
247,gangnam,논현동 논현로131길8,2024-11-24 21:15:29,37.5133597,127.0272609
248,gangnam,논현동 논현로131길4,2024-11-24 21:15:29,37.5139215,127.0275657
249,gangnam,삼성동 테헤란로83길13,2024-11-24 21:15:29,37.5088549,127.0572267
250,gangnam,삼성동 선릉로94길3,2024-11-24 21:15:29,37.5058107,127.0495772
255,gangnam,논현동 논현로131길,2024-11-24 21:15:29,37.51436283030222,127.02932622878497
256,gangnam,삼성동 강남구청,2024-11-24 21:15:29,37.516812,127.0414244
258,gangnam,역삼동 강남대로92길13,2024-11-24 21:15:29,37.4990526,127.0284986
268,gangnam,삼성동 삼성집앞,2024-11-24 21:15:29,37.5058421,127.048751
270,gangnam,대치동 포스코사거리,2024-11-24 21:15:29,37.5072327,127.0568543
272,gangnam,대치동 995-20,2024-11-24 21:15:29,37.49882,127.06566
274,gangnam,삼성동 테헤란로81길26,2024-11-24 21:15:29,37.5087089,127.0568168
275,gangnam,삼성동 우리은행,2024-11-24 21:15:29,37.5153736,127.0602051
277,gangnam,삼성동 싹타워,2024-11-24 21:15:29,37.5076619,127.057423
278,gangnam,삼성동 테헤란로87길37,2024-11-24 21:15:29,37.5102223,127.0577767
280,gangnam,삼성동 테헤란로87길57,2024-11-24 21:15:29,37.5112924,127.0572103
282,gangnam,대치동 테헤란로84길13,2024-11-24 21:15:29,37.5063277,127.0587749
283,gangnam,대치동 테헤란로82길11,2024-11-24 21:15:29,37.5062372,127.058096
284,gangnam,삼성동 테헤란로87길46,2024-11-24 21:15:29,37.5109812,127.0579973
285,gangnam,논현동 5-7,2024-11-24 21:15:29,37.5123018,127.0294935
286,gangnam,삼성동 종합예술학교,2024-11-24 21:15:29,37.5096787,127.0555525
287,gangnam,삼성동 KB국민은행,2024-11-24 21:15:29,37.5136545,127.061514
288,gangnam,삼성동 157-23,2024-11-24 21:15:29,37.46332675,126.9292175946643
289,gangnam,대치동 테헤란로98길8,2024-11-24 21:15:29,37.5076764,127.0619687
293,gangnam,대치동 테헤란로84길16,2024-11-24 21:15:29,37.5061601,127.0585995
294,gangnam,대치동 943-8,2024-11-24 21:15:29,37.49882,127.06566
295,gangnam,역삼동 649,2024-11-24 21:15:29,37.49988,127.03856
296,gangnam,역삼동 629,2024-11-24 21:15:29,37.49988,127.03856
297,gangnam,역삼동 817-13,2024-11-24 21:15:29,37.49988,127.03856
298,gangnam,역삼동 813-17,2024-11-24 21:15:29,37.49988,127.03856
299,gangnam,역삼동 813-15,2024-11-24 21:15:29,37.49988,127.03856
300,gangnam,삼성동 삼성로100길11,2024-11-24 21:15:29,37.5107609,127.0569353
301,gangnam,삼성동 삼성로100길24,2024-11-24 21:15:29,37.5099217,127.0572794
302,gangnam,대치동 595-20,2024-11-24 21:15:29,37.49882,127.06566
303,gangnam,대치동 테헤란로104길12,2024-11-24 21:15:29,37.5084359,127.0652199
304,gangnam,대치동 테헤란로104길10,2024-11-24 21:15:29,37.5072323,127.0658104
308,gangnam,삼성동 제일주차장,2024-11-24 21:15:29,37.5081295,127.0579579
309,gangnam,삼성동 테헤란로81길53,2024-11-24 21:15:29,37.5105852,127.0556525
311,gangnam,대치동 952,2024-11-24 21:15:29,37.49882,127.06566
312,gangnam,대치동 테헤란로425,2024-11-24 21:15:29,37.5045825,127.0507411
313,gangnam,대치동 테헤란로88길22,2024-11-24 21:15:29,37.5061805,127.0600012
317,gangnam,논현동 224-18,2024-11-24 21:15:29,37.5123018,127.0294935
318,gangnam,대치동 테헤란로78길8,2024-11-24 21:15:29,37.5056306,127.0552512
319,gangnam,역삼동 선릉로89길13,2024-11-24 21:15:29,37.5033173,127.0482404
320,gangnam,대치동 선릉역1번출구,2024-11-24 21:15:29,37.5041032,127.0538705
322,gangnam,삼성동 삼성로96길14,2024-11-24 21:15:29,37.5087976,127.057091
323,gangnam,논현동 224-27,2024-11-24 21:15:29,37.5123018,127.0294935
324,gangnam,역삼동 601,2024-11-24 21:15:29,37.49988,127.03856
325,gangnam,역삼동 선릉역5번출구,2024-11-24 21:15:29,37.5044133,127.0478775
326,gangnam,대치동 영동대로325,2024-11-24 21:15:29,37.5032785,127.06552
328,gangnam,삼성동 테헤란로81길37,2024-11-24 21:15:29,37.509301,127.056225
329,gangnam,역삼동 테헤란로7길8,2024-11-24 21:15:29,37.499833,127.0311571
330,gangnam,역삼동 강남대로92길31,2024-11-24 21:15:29,37.499377,127.0299684
334,gangnam,삼성동 봉은사로480,2024-11-24 21:15:29,37.5126953,127.0530176
335,gangnam,삼성동 테헤란로81길35,2024-11-24 21:15:29,37.5091583,127.0562889
336,gangnam,대치동 삼성로86길28,2024-11-24 21:15:29,37.5061384,127.0599386
337,gangnam,역삼동 강남대로94길20,2024-11-24 21:15:29,37.4994378,127.029039
338,gangnam,역삼동 강남대로92길19,2024-11-24 21:15:29,37.4991699,127.0288929
339,gangnam,강남역 12번출구,2024-11-24 21:15:29,37.4987307,127.0295908
340,gangnam,대치동 891,2024-11-24 21:15:29,37.49882,127.06566
341,gangnam,삼성동 테헤란로505,2024-11-24 21:15:29,37.5075748,127.0574627
342,gangnam,대치동 945-27,2024-11-24 21:15:29,37.49882,127.06566
343,gangnam,대치동 영동대로85길20-9,2024-11-24 21:15:29,37.507517,127.0616672
344,gangnam,대치동 953-21,2024-11-24 21:15:29,37.49882,127.06566
345,gangnam,대치동 953-23,2024-11-24 21:15:29,37.49882,127.06566
346,gangnam,대치동 494-3,2024-11-24 21:15:29,37.49882,127.06566
347,gangnam,대치동 삼성로438,2024-11-24 21:15:29,37.5061314,127.0575374
348,gangnam,대치동 테헤란로891,2024-11-24 21:15:29,37.5056885,127.0541568
349,gangnam,삼성동 삼성로603,2024-11-24 21:15:29,37.5133834,127.0527856
350,gangnam,삼성동 봉은사로476,2024-11-24 21:15:29,37.5125679,127.0524345
353,gangnam,삼성동 157-3,2024-11-24 21:15:29,37.46332675,126.9292175946643
354,gangnam,삼성동 테헤란로507,2024-11-24 21:15:29,37.5076418,127.0577073
355,gangnam,대치동 테헤란로504,2024-11-24 21:15:29,37.5066301,127.0573587
356,gangnam,삼성동 삼성로111길7,2024-11-24 21:15:29,37.5133199,127.0525961
357,gangnam,삼성동 144-5,2024-11-24 21:15:29,37.46332675,126.9292175946643
358,gangnam,논현동 도산대로116,2024-11-24 21:15:29,37.5165962,127.0216386
360,gangnam,역삼동 813-10,2024-11-24 21:15:29,37.49988,127.03856
361,gangnam,역삼동 812,2024-11-24 21:15:29,37.49988,127.03856
362,gangnam,역삼동 810-1,2024-11-24 21:15:29,37.49988,127.03856
363,gangnam,논현동 242-27,2024-11-24 21:15:29,37.5123018,127.0294935
364,gangnam,대치동 하동관,2024-11-24 21:15:29,37.5125275,127.0588489
365,gangnam,역삼동 역삼역8번출구,2024-11-24 21:15:29,37.501122,127.0372343
366,gangnam,역삼동 SI타워,2024-11-24 21:15:29,37.5015832,127.0377624
367,gangnam,역삼동 테헤란로202,2024-11-24 21:15:29,37.50059,127.0380799
368,gangnam,역삼동 역삼역5번출구,2024-11-24 21:15:29,37.5009137,127.0365053
369,gangnam,대치동 선릉로90길72,2024-11-24 21:15:29,37.5055538,127.0550265
370,gangnam,역삼동 테헤란로117,2024-11-24 21:15:29,37.4991445,127.0302485
371,gangnam,논현동 논현로136길5-8,2024-11-24 21:15:29,37.5164458,127.0304857
372,gangnam,대치동 테헤란로84길9,2024-11-24 21:15:29,37.5065966,127.058617
373,gangnam,대치동 889-47,2024-11-24 21:15:29,37.49882,127.06566
374,gangnam,논현동 선릉로111길,2024-11-24 21:15:29,37.5104667,127.0416363
376,gangnam,삼성동 강남구청역1번출구,2024-11-24 21:15:29,37.5171925,127.0419623
377,gangnam,삼성동 선릉로648,2024-11-24 21:15:29,37.5145454,127.0425502
381,gangnam,논현동 선릉로129길13-3,2024-11-24 21:15:29,37.5159213,127.0405481
382,gangnam,대치동 삼성로434,2024-11-24 21:15:29,37.5056551,127.0577239
383,gangnam,대치동 선릉로90길68,2024-11-24 21:15:29,37.5054459,127.0546929
384,gangnam,대치동 테헤란로410,2024-11-24 21:15:29,37.5045825,127.0507411
387,gangnam,역삼동 영풍문고,2024-11-24 21:15:29,37.512246,127.0585616
389,gangnam,역삼동 이즈타워,2024-11-24 21:15:29,37.498627,127.02802299937811
390,gangnam,논현동 강남대로122길5,2024-11-24 21:15:29,37.5076823,127.0237961
391,gangnam,대치동 테헤란로64길16-11,2024-11-24 21:15:29,37.5035505,127.0504839
392,gangnam,대치동 선릉로90길16,2024-11-24 21:15:29,37.5041962,127.0506195
393,gangnam,역삼동 강남대로110길6,2024-11-24 21:15:29,37.5040486,127.0254557
394,gangnam,역삼동 신논현역4번출구,2024-11-24 21:15:29,37.5047021,127.0256743
395,gangnam,논현동 신논현역3번출구,2024-11-24 21:15:29,37.5049672,127.0258262
396,gangnam,논현동 강남대로122길17,2024-11-24 21:15:29,37.5081567,127.0242684
397,gangnam,역삼동 메디타워,2024-11-24 21:15:29,37.4987007,127.0287605
399,gangnam,대치동 테헤란로92길11,2024-11-24 21:15:29,37.5072478,127.0613162
401,gangnam,대치동 DB빌딩,2024-11-24 21:15:29,37.5058062,127.0546894
402,gangnam,대치동 다봉빌딩,2024-11-24 21:15:29,37.5051781,127.052216
404,gangnam,논현동 봉은사로1길16,2024-11-24 21:15:29,37.5052424,127.0252229
405,gangnam,논현동 158,2024-11-24 21:15:29,37.5127532,127.0285047
406,gangnam,역삼동 테헤란로127,2024-11-24 21:15:29,37.4997934,127.032093
407,gangnam,역삼동 테헤란로13길10,2024-11-24 21:15:29,37.5016696,127.0320758
408,gangnam,역삼동 테헤란로19길7,2024-11-24 21:15:29,37.5007157,127.0336722
409,gangnam,역삼동 테헤란로5길11,2024-11-24 21:15:29,37.4995538,127.0292442
412,gangnam,역삼동 테헤란로116,2024-11-24 21:15:29,37.4984859,127.0306109
413,gangnam,삼성동 서광아파트앞,2024-11-24 21:15:29,37.5169145,127.0429409
414,gangnam,역삼동 테헤란로114,2024-11-24 21:15:29,37.5037947,127.0452162
415,gangnam,역삼동 테헤란로6길8,2024-11-24 21:15:29,37.4980413,127.0303009
416,gangnam,논현동 강남대로502,2024-11-24 21:15:29,37.5072032,127.0236624
417,gangnam,대치동 테헤란로92길14,2024-11-24 21:15:29,37.5070487,127.0612226
420,gangnam,역삼동 K타워,2024-11-24 21:15:29,37.5046011,127.0443937
421,gangnam,삼성동 학동로412,2024-11-24 21:15:29,37.5173648,127.0447655
422,gangnam,논현동 선릉로129길5,2024-11-24 21:15:29,37.515876,127.0397775
423,gangnam,대치동 선릉로428,2024-11-24 21:15:29,37.5033533,127.0498757
425,gangnam,대치동 테헤란로78길14-12,2024-11-24 21:15:29,37.5051995,127.0545534
426,gangnam,대치동 테헤란로78길14-6,2024-11-24 21:15:29,37.5052917,127.055005
